#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000469535	7826	161	0.33289	5.08569164276123	1	0.937034	coding
ENST00000469669	2630	318	0.42123	9.933369255065916	1	0.999977	coding
ENST00000469713	668	59	0.33047	6.027741050720214	-1	0.048081	noncoding
ENST00000469774	557	157	0.44493	8.633493232727051	1	0.961184	coding
ENST00000469850	537	34	0.4224	10.432676887512205	-1	0.100898	noncoding
ENST00000469867	2495	63	0.32730000000000004	9.864323616027832	1	0.0358257	noncoding
ENST00000469879	537	171	0.46562000000000003	5.299406242370605	1	0.995367	coding
ENST00000470035	559	124	0.46019000000000004	7.869800758361816	-1	0.0904087	noncoding
ENST00000470050	3362	840	0.45865	6.093105888366698	1	1	coding
ENST00000470052	1009	37	0.37884	10.886727714538573	1	0.0211635	noncoding
ENST00000470063	324	26	0.45888	4.0500284194946286	1	0.0235861	noncoding
ENST00000470161	1652	243	0.46885	8.535178947448731	1	0.999865	coding
ENST00000470215	606	191	0.44082999999999994	9.336649894714355	1	0.993122	coding
ENST00000470252	2541	86	0.31168	7.847301292419434	1	0.0660759	noncoding
ENST00000470354	902	154	0.3818	4.57095775604248	1	0.976283	coding
ENST00000470357	954	73	0.40054	9.300096321105958	1	0.0994668	noncoding
ENST00000470466	4199	537	0.39835	8.60338649749756	1	1	coding
ENST00000470571	710	142	0.42248	6.841618537902832	-1	0.0907721	noncoding
ENST00000470583	555	119	0.38458999999999993	9.7955358505249	-1	0.149962	noncoding
ENST00000470610	2058	548	0.44029999999999997	5.617590904235839	1	1	coding
ENST00000470628	2134	536	0.49434	5.680966377258301	1	1	coding
ENST00000470654	578	154	0.43685999999999997	5.252286720275878	-1	0.126224	noncoding
ENST00000470718	476	37	0.4695	11.999967765808105	1	0.0699349	noncoding
ENST00000470736	827	237	0.47931999999999997	8.704086112976075	-1	0.403579	noncoding
ENST00000470742	474	54	0.36831	5.995399665832519	1	0.0282667	noncoding
ENST00000470768	1036	316	0.39079	4.132388114929199	-1	0.66505	coding
ENST00000470797	909	141	0.34812	9.182441520690919	1	0.528828	coding
ENST00000470908	884	141	0.39945	9.663246726989748	1	0.767443	coding
ENST00000470921	347	97	0.39981999999999995	5.134232139587401	1	0.487845	noncoding
ENST00000471023	592	74	0.40493	8.768167686462402	1	0.102797	noncoding
ENST00000471082	464	21	0.44187000000000004	11.999967765808105	-1	0.149913	noncoding
ENST00000471217	2003	559	0.49289999999999995	5.3401597976684565	-1	0.99733	coding
ENST00000471232	4226	490	0.39492000000000005	5.095070075988769	1	1	coding
ENST00000471439	510	49	0.39223	9.49653148651123	-1	0.0865851	noncoding
ENST00000471475	888	171	0.45357000000000003	9.519417762756348	-1	0.230854	noncoding
ENST00000471496	1517	120	0.44227	9.7283597946167	1	0.74723	coding
ENST00000471523	576	182	0.45697999999999994	9.348060798645019	1	0.992653	coding
ENST00000471538	1404	254	0.4366	10.032586097717285	1	0.999654	coding
ENST00000471551	461	65	0.46625000000000005	4.595057487487793	-1	0.0392632	noncoding
ENST00000471620	549	30	0.43466	10.602164268493652	1	0.025549	noncoding
ENST00000471625	533	57	0.38733	5.46429615020752	1	0.0494002	noncoding
ENST00000471667	586	60	0.45404	6.53116397857666	-1	0.0273746	noncoding
ENST00000471681	3120	443	0.34869	8.509391593933106	1	0.999999	coding
ENST00000471759	2137	158	0.35656	4.981392097473144	1	0.954951	coding
ENST00000471792	696	147	0.46638999999999997	5.002422523498535	-1	0.146027	noncoding
ENST00000471830	622	55	0.33101	10.93997859954834	1	0.0321987	noncoding
ENST00000471841	5212	742	0.41562	5.929466438293456	1	1	coding
ENST00000471855	399	28	0.44350000000000006	11.999967765808105	1	0.0268883	noncoding
ENST00000471946	251	77	0.46274000000000004	9.269215965270995	-1	0.0819839	noncoding
ENST00000472034	730	122	0.47718	5.118999290466308	-1	0.096629	noncoding
ENST00000472035	457	98	0.45840000000000003	5.1940835952758775	-1	0.0578125	noncoding
ENST00000472127	796	72	0.42614	11.900170707702635	1	0.126593	noncoding
ENST00000472191	318	5	0.39286	6.487682151794433	-1	0.0141546	noncoding
ENST00000472202	782	120	0.43279	10.122132682800292	1	0.702587	coding
ENST00000472284	5759	1431	0.45623	6.371275901794434	1	1	coding
ENST00000472373	1182	190	0.37348000000000003	5.849323463439941	-1	0.150159	noncoding
ENST00000472398	2305	625	0.45355	7.879986763000487	1	1	coding
ENST00000472510	572	75	0.45438	9.729713630676269	1	0.244209	noncoding
ENST00000472560	953	210	0.44678999999999996	8.965827751159669	1	0.998169	coding
ENST00000472568	672	118	0.47653999999999996	7.968179512023926	-1	0.0875108	noncoding
ENST00000472718	1464	50	0.33327	7.7894086837768555	1	0.0154476	noncoding
ENST00000472734	452	62	0.38376	6.071734428405762	1	0.0507672	noncoding
ENST00000472787	519	75	0.33663	6.4970605850219725	1	0.0591208	noncoding
ENST00000472794	646	28	0.36442	4.093055534362793	1	0.013803	noncoding
ENST00000472832	1358	345	0.47126	8.192529487609864	1	1	coding
ENST00000472837	3551	950	0.47901	5.615828895568847	1	1	coding
ENST00000472843	592	158	0.44959000000000005	6.26379337310791	1	0.980269	coding
ENST00000472916	499	41	0.43118	6.528606224060058	1	0.0196793	noncoding
ENST00000473045	542	73	0.42939999999999995	5.623161125183105	-1	0.0311996	noncoding
ENST00000473063	5896	1817	0.41048	7.619857978820801	1	1	coding
ENST00000473067	532	120	0.41269	5.265018653869628	1	0.826041	coding
ENST00000473119	1280	52	0.32895	10.256033515930174	1	0.0265183	noncoding
ENST00000473287	459	112	0.41725	5.014927101135252	1	0.780415	coding
ENST00000473337	569	118	0.45969	4.938819694519042	-1	0.088121	noncoding
ENST00000473375	483	70	0.45969999999999994	5.678067588806152	1	0.162391	noncoding
ENST00000473395	569	76	0.46039	10.101631736755369	1	0.29641	noncoding
ENST00000473403	386	30	0.44351	9.613348197937015	1	0.021215	noncoding
ENST00000473513	559	92	0.44126	9.79830799102783	-1	0.118932	noncoding
ENST00000473578	567	81	0.39752	9.46100940704346	1	0.139424	noncoding
ENST00000473686	906	84	0.40900000000000003	4.256183433532715	1	0.465103	noncoding
ENST00000473749	821	222	0.42100999999999994	9.737772178649902	-1	0.297465	noncoding
ENST00000473760	738	205	0.38705	9.704506492614744	1	0.980291	coding
ENST00000473783	470	31	0.41782	7.780576515197754	1	0.00982773	noncoding
ENST00000473789	506	44	0.39848	11.999967765808105	1	0.0286535	noncoding
ENST00000473835	7424	1030	0.40395000000000003	8.594425392150882	1	1	coding
ENST00000473925	804	178	0.46169000000000004	9.149175834655765	1	0.991927	coding
ENST00000473989	14692	1348	0.37806	9.243106269836424	1	1	coding
ENST00000474056	748	35	0.44475999999999993	4.571128273010253	1	0.0310558	noncoding
ENST00000474070	754	87	0.40208	9.860842323303224	1	0.195309	noncoding
ENST00000474127	773	63	0.36927	9.957480430603027	1	0.049826	noncoding
ENST00000474154	2974	215	0.38273999999999997	8.755274009704593	1	0.990946	coding
ENST00000474190	908	108	0.41903999999999997	10.413723182678222	1	0.481473	noncoding
ENST00000474203	2489	610	0.47242	6.205703926086425	1	1	coding
ENST00000474257	1470	100	0.3771	10.54091930389404	1	0.223355	noncoding
ENST00000474260	622	107	0.40035000000000004	9.479834175109865	1	0.383757	noncoding
ENST00000474269	691	106	0.35407	10.164488410949705	-1	0.163603	noncoding
ENST00000474348	1027	172	0.38687000000000005	8.571925926208497	-1	0.159963	noncoding
ENST00000474355	402	64	0.4509	6.529345130920409	1	0.0916705	noncoding
ENST00000474443	1586	392	0.45399	8.947260856628418	1	1	coding
ENST00000474485	920	51	0.42295000000000005	6.798420906066894	1	0.0329484	noncoding
ENST00000474522	563	186	0.3948	5.002649879455566	-1	0.15827	noncoding
ENST00000474663	570	147	0.34853	6.822065925598144	-1	0.111437	noncoding
ENST00000474693	590	57	0.35558999999999996	4.867770957946777	1	0.0482859	noncoding
ENST00000474757	709	75	0.45629000000000003	5.250240516662596	1	0.24838	noncoding
ENST00000474847	1013	191	0.49129000000000006	6.1099870681762685	1	0.997917	coding
ENST00000474903	1919	484	0.45418	5.824314308166504	1	1	coding
ENST00000474906	802	43	0.37619	7.957671165466309	1	0.014181	noncoding
ENST00000474990	827	268	0.42527	9.618441200256349	-1	0.397587	noncoding
ENST00000475025	563	142	0.41362	7.706707954406738	-1	0.101852	noncoding
ENST00000475109	733	82	0.4707	8.640133476257326	-1	0.0667553	noncoding
ENST00000475134	2074	563	0.46586	5.550350379943848	1	1	coding
ENST00000475218	1791	169	0.38516	9.803594398498536	1	0.894842	coding
ENST00000475243	7829	244	0.29187	6.851281166076659	1	0.98708	coding
ENST00000475278	1195	284	0.45386000000000004	11.472358512878419	1	0.999886	coding
ENST00000475351	960	135	0.40949	9.723202323913572	-1	0.160311	noncoding
ENST00000475373	838	70	0.41612000000000005	7.763149070739748	1	0.0882335	noncoding
ENST00000475377	5498	1094	0.48853	6.9848527908325195	1	1	coding
ENST00000475402	536	51	0.42563	5.986078071594237	1	0.0401422	noncoding
ENST00000475462	560	170	0.47674999999999995	7.768662452697755	-1	0.170467	noncoding
ENST00000475465	685	61	0.36433000000000004	9.857941246032716	1	0.0432389	noncoding
ENST00000475474	749	140	0.46851000000000004	5.720071601867676	1	0.952861	coding
ENST00000475499	3830	194	0.30147	9.847690773010253	1	0.667972	coding
ENST00000475542	552	136	0.45785	4.6879892349243155	1	0.967551	coding
ENST00000475636	418	85	0.46229000000000003	10.024140739440917	1	0.413804	noncoding
ENST00000475720	599	171	0.45880000000000004	9.241623497009275	-1	0.220655	noncoding
ENST00000475743	590	96	0.44773	4.314898109436036	1	0.723358	coding
ENST00000475827	545	37	0.45577	4.7804662704467775	-1	0.0207546	noncoding
ENST00000475834	762	97	0.40854999999999997	9.428323936462402	1	0.303709	noncoding
ENST00000475894	3110	286	0.41323	5.678806495666504	1	0.999994	coding
ENST00000476038	584	157	0.38574	9.894043540954591	-1	0.184524	noncoding
ENST00000476060	2254	71	0.34138	8.533631706237792	1	0.0445632	noncoding
ENST00000476134	732	170	0.43171	9.355410194396974	1	0.97196	coding
ENST00000476145	570	109	0.43597	7.7891508102417	-1	0.0703969	noncoding
ENST00000476199	1075	110	0.39186	8.927340126037599	1	0.383818	noncoding
ENST00000476287	5155	911	0.37954999999999994	5.494591331481933	1	1	coding
ENST00000476300	619	127	0.46322	9.66460056304932	-1	0.164849	noncoding
ENST00000476468	844	117	0.43688999999999995	11.999967765808105	1	0.558384	coding
ENST00000476511	963	99	0.44401999999999997	10.810397148132324	1	0.5	coding
ENST00000476522	1931	563	0.43465000000000004	5.695630836486816	-1	0.992276	coding
ENST00000476535	537	137	0.40135	10.087964439392088	-1	0.176155	noncoding
ENST00000476544	532	65	0.37017	9.300805473327635	1	0.0493268	noncoding
ENST00000476553	6018	370	0.32729	9.38454990386963	1	0.999786	coding
ENST00000476609	3598	368	0.4607200000000001	6.482452964782715	1	1	coding
ENST00000476615	725	80	0.34994000000000003	5.114509010314941	1	0.143373	noncoding
ENST00000476671	2523	610	0.46465000000000006	6.205703926086425	1	1	coding
ENST00000476672	976	206	0.43207	6.459831047058105	1	0.998751	coding
ENST00000476772	1683	132	0.35955	5.634813117980956	1	0.754693	coding
ENST00000476808	2126	538	0.46036000000000005	5.800157737731933	1	1	coding
ENST00000476865	783	176	0.35679	8.462071800231932	-1	0.16561	noncoding
ENST00000476980	1642	312	0.4163	8.437896156311037	1	0.999988	coding
ENST00000477012	1036	109	0.3686	4.579654121398925	1	0.643703	coding
ENST00000477043	514	44	0.4506	11.999967765808105	1	0.0619176	noncoding
ENST00000477090	566	88	0.40097999999999995	6.142896842956542	1	0.242505	noncoding
ENST00000477173	545	29	0.48014	4.780409431457519	1	0.0146229	noncoding
ENST00000477240	541	63	0.36737	4.927281379699706	1	0.0738963	noncoding
ENST00000477322	755	56	0.32375	4.917789268493652	1	0.0384992	noncoding
ENST00000477325	596	109	0.40525	8.75959339141846	1	0.431354	noncoding
ENST00000477395	762	75	0.41274	9.779096412658689	-1	0.106026	noncoding
ENST00000477448	1535	241	0.39352	7.6393537521362305	1	0.999147	coding
ENST00000477523	6902	119	0.32080000000000003	4.768359565734863	1	0.599613	coding
ENST00000477527	634	29	0.37288999999999994	5.985793876647949	1	0.00677952	noncoding
ENST00000477582	447	53	0.47627	9.651771354675294	1	0.121588	noncoding
ENST00000477613	796	143	0.44609000000000004	10.807882881164552	1	0.907122	coding
ENST00000477626	3507	460	0.39569000000000004	5.798736763000488	1	1	coding
ENST00000477806	957	43	0.45378000000000007	8.88614482879639	1	0.038058	noncoding
ENST00000477934	495	63	0.46704999999999997	9.64036045074463	1	0.16988	noncoding
ENST00000477958	508	88	0.45270999999999995	9.20429630279541	-1	0.0899979	noncoding
ENST00000478001	541	134	0.34641000000000005	8.446405982971193	-1	0.135575	noncoding
ENST00000478004	632	100	0.45114000000000004	5.20727024078369	1	0.645772	coding
ENST00000478027	1508	123	0.47363	4.13704891204834	1	0.940566	coding
ENST00000478045	3549	443	0.36424999999999996	5.857110404968262	1	1	coding
ENST00000478152	654	148	0.46629000000000004	4.824232292175293	1	0.983651	coding
ENST00000478160	606	81	0.40959	9.392608451843262	1	0.16184	noncoding
ENST00000478188	3093	668	0.44525	6.669964790344238	1	1	coding
ENST00000478227	597	143	0.45659	5.486577033996581	-1	0.114566	noncoding
ENST00000478378	821	98	0.44533	4.6600244522094725	1	0.695517	coding
ENST00000478396	797	49	0.31286	4.268403816223145	1	0.0388342	noncoding
ENST00000478522	540	99	0.42103	9.99532337188721	1	0.383191	noncoding
ENST00000478540	446	147	0.45343000000000006	9.83466815948486	-1	0.202862	noncoding
ENST00000478569	467	71	0.3183	9.885017967224119	-1	0.16675	noncoding
ENST00000478571	382	79	0.43935	4.18041706085205	1	0.468023	noncoding
ENST00000478602	555	42	0.39943	9.020948219299317	1	0.0203478	noncoding
ENST00000478612	528	81	0.39924000000000004	5.662323188781738	-1	0.0339171	noncoding
ENST00000478622	575	79	0.41574	7.688633155822754	1	0.14066	noncoding
ENST00000478650	674	37	0.36795000000000005	6.038881492614746	1	0.0103896	noncoding
ENST00000478716	556	81	0.38712	5.449745368957519	-1	0.0336262	noncoding
ENST00000478722	3557	770	0.45731	5.356358909606934	1	1	coding
ENST00000478781	725	154	0.35317	10.11104412078857	-1	0.179717	noncoding
ENST00000478794	475	134	0.45209	7.738765144348145	-1	0.0987053	noncoding
ENST00000478804	592	84	0.38012999999999997	8.506941795349121	1	0.119288	noncoding
ENST00000478928	5965	102	0.28726	9.183279609680177	1	0.092388	noncoding
ENST00000478951	1129	200	0.44156	6.836503028869629	1	0.998103	coding
ENST00000478990	1996	468	0.43332	7.961474800109863	1	1	coding
ENST00000479067	745	181	0.42133000000000004	4.0500284194946286	-1	0.220597	noncoding
ENST00000479069	757	45	0.4307	11.539018821716308	1	0.0502779	noncoding
ENST00000479135	7285	318	0.39257	9.933369255065916	1	0.999909	coding
ENST00000479138	2076	654	0.45679000000000003	5.463557243347168	-1	0.999175	coding
ENST00000479143	478	77	0.46216	4.823493385314941	-1	0.0446026	noncoding
ENST00000479146	535	125	0.36166	8.103563117980958	-1	0.1102	noncoding
ENST00000479151	725	216	0.46540999999999993	9.718367195129392	-1	0.367215	noncoding
ENST00000479176	541	103	0.46697999999999995	4.850491905212402	1	0.730722	coding
ENST00000479242	568	73	0.36289	4.825141716003418	1	0.130191	noncoding
ENST00000479250	466	67	0.46073	4.080721473693848	-1	0.0474106	noncoding
ENST00000479260	342	57	0.39007	6.021431922912597	1	0.0410779	noncoding
ENST00000479271	316	17	0.43264	8.345384025573733	1	0.00565224	noncoding
ENST00000479283	318	45	0.4341	9.42909755706787	1	0.0390741	noncoding
ENST00000479374	704	34	0.46144999999999997	10.463879585266113	1	0.0467831	noncoding
ENST00000479391	3457	528	0.44387000000000004	7.214766502380372	1	1	coding
ENST00000479552	2016	170	0.31126	9.720430183410645	1	0.559788	coding
ENST00000479563	794	167	0.44057	10.969311714172363	1	0.961282	coding
ENST00000479629	761	178	0.45197	8.956093025207519	-1	0.214513	noncoding
ENST00000479712	423	65	0.39285	10.727361869812015	-1	0.148312	noncoding
ENST00000479838	3190	734	0.46346999999999994	7.489526176452637	1	1	coding
ENST00000479848	465	128	0.41767	5.952031517028809	-1	0.0711934	noncoding
ENST00000479859	403	36	0.39499999999999996	11.453146934509277	1	0.0229467	noncoding
ENST00000479930	8998	1793	0.45045999999999997	8.568573570251466	1	1	coding
ENST00000479938	931	95	0.31626	5.3206071853637695	1	0.211525	noncoding
ENST00000480029	2855	487	0.42047999999999996	4.668209266662598	-1	0.981774	coding
ENST00000480101	674	142	0.44954	9.854008674621582	1	0.920963	coding
ENST00000480109	2037	504	0.46003999999999995	4.904034233093261	1	1	coding
ENST00000480137	3732	527	0.3166	4.677303504943848	1	1	coding
ENST00000480155	1197	238	0.44316	9.644035148620606	1	0.999469	coding
ENST00000480217	509	158	0.44558000000000003	4.878854560852051	-1	0.156902	noncoding
ENST00000480229	1583	161	0.44804000000000005	4.501557350158691	1	0.994954	coding
ENST00000480323	1996	147	0.35731999999999997	5.7935075759887695	1	0.865141	coding
ENST00000480362	965	87	0.42951999999999996	10.559679603576658	1	0.28988	noncoding
ENST00000480447	651	74	0.45719000000000004	8.768167686462402	1	0.198365	noncoding
ENST00000480453	582	86	0.41544	10.074490547180176	-1	0.127562	noncoding
ENST00000480463	1136	206	0.35275	5.44553928375244	1	0.995759	coding
ENST00000480581	513	153	0.36876	6.599313926696779	1	0.878403	coding
ENST00000480592	2333	76	0.29374000000000006	9.590010643005368	1	0.0450882	noncoding
ENST00000480627	561	118	0.43720000000000003	4.911934852600097	-1	0.0755431	noncoding
ENST00000480708	1430	400	0.44569	6.67434139251709	1	1	coding
ENST00000480753	2526	109	0.32663	8.055082893371583	1	0.180791	noncoding
ENST00000480806	299	38	0.44905999999999996	4.0500284194946286	-1	0.0246504	noncoding
ENST00000480828	802	31	0.42735	9.303577613830566	1	0.0164484	noncoding
ENST00000480896	10485	3140	0.45663	5.335555839538574	1	1	coding
ENST00000480908	782	98	0.38505	5.82596263885498	1	0.353323	noncoding
ENST00000480918	1996	609	0.42288	5.765088081359862	1	1	coding
ENST00000480940	643	43	0.48297	11.203009605407715	1	0.134445	noncoding
ENST00000480982	2493	170	0.32830000000000004	6.1606874465942365	-1	0.143608	noncoding
ENST00000481007	642	123	0.41307	6.574986839294434	1	0.740658	coding
ENST00000481049	635	42	0.44566	10.90323162078857	1	0.0568581	noncoding
ENST00000481115	884	102	0.35078	6.4889326095581055	-1	0.0668672	noncoding
ENST00000481131	678	127	0.33511	9.665632057189942	-1	0.164399	noncoding
ENST00000481202	1635	427	0.46502	9.473064994812013	-1	0.876933	coding
ENST00000481218	1596	200	0.37861	9.858392524719239	1	0.96504	coding
ENST00000481272	7730	531	0.25289	5.861373329162597	1	1	coding
ENST00000481344	371	35	0.43245	4.512527275085449	1	0.0310214	noncoding
ENST00000481353	1120	173	0.43813	5.571778678894042	-1	0.159907	noncoding
ENST00000481383	909	59	0.45003000000000004	9.927889442443849	1	0.114954	noncoding
ENST00000481385	2787	813	0.46259	6.550318717956543	-1	0.999864	coding
ENST00000481418	792	126	0.40065999999999996	9.653512001037598	1	0.616843	coding
ENST00000481435	627	168	0.44939000000000007	9.41820240020752	1	0.98012	coding
ENST00000481508	989	149	0.43032000000000004	9.593620872497556	1	0.914238	coding
ENST00000481605	2691	766	0.45838	8.22444133758545	-1	0.99869	coding
ENST00000481654	502	22	0.29228	5.752469825744629	1	0.00602511	noncoding
ENST00000481713	474	134	0.38622999999999996	5.752015113830566	-1	0.0736072	noncoding
ENST00000481721	583	133	0.47027	7.905000495910644	-1	0.105046	noncoding
ENST00000481729	634	74	0.3101	5.171461677551267	1	0.0860573	noncoding
ENST00000481733	1162	182	0.39505000000000007	5.325893211364746	1	0.994462	coding
ENST00000481776	598	70	0.40134000000000003	5.047154808044433	-1	0.0274105	noncoding
ENST00000481782	3659	297	0.43047	4.528214836120605	1	0.999999	coding
ENST00000481879	525	95	0.42939	8.889690589904788	1	0.350734	noncoding
ENST00000481952	790	63	0.43011	4.867714118957519	1	0.143164	noncoding
ENST00000482098	794	50	0.40715	11.927182960510255	1	0.040506	noncoding
ENST00000482108	6618	358	0.38515999999999995	6.180581092834472	1	1	coding
ENST00000482115	655	126	0.34124999999999994	7.1196180343627935	1	0.437743	noncoding
ENST00000482138	588	134	0.44297000000000003	5.826474189758301	-1	0.0875047	noncoding
ENST00000482253	2029	481	0.44361999999999996	9.020045661926268	1	1	coding
ENST00000482419	424	71	0.39747	6.904596138000489	-1	0.037349	noncoding
ENST00000482436	537	104	0.4807	4.089190483093262	1	0.800546	coding
ENST00000482464	2154	481	0.46896	8.530537223815916	-1	0.945492	coding
ENST00000482504	1199	387	0.46723	5.5292062759399405	1	1	coding
ENST00000482513	2640	380	0.38922	5.826701545715332	1	1	coding
ENST00000482560	1759	348	0.40352000000000005	9.247554588317868	-1	0.5	coding
ENST00000482600	1294	298	0.43157	9.190242195129393	1	0.999976	coding
ENST00000482772	982	270	0.38178	10.647034263610841	-1	0.275702	noncoding
ENST00000482778	405	36	0.43079000000000006	10.577150535583492	1	0.0321941	noncoding
ENST00000482794	738	63	0.47088	9.989714622497559	-1	0.098093	noncoding
ENST00000482800	2217	646	0.49950000000000006	5.311342430114746	1	1	coding
ENST00000482838	759	201	0.40796	9.158459281921388	1	0.990053	coding
ENST00000482860	2599	110	0.3708	11.72668628692627	1	0.210955	noncoding
ENST00000482881	858	113	0.35602	5.5392667770385735	1	0.5	coding
ENST00000482955	581	141	0.46315000000000006	5.953850364685059	-1	0.10548	noncoding
ENST00000482979	1449	201	0.39064	4.981107902526855	1	0.998652	coding
ENST00000483005	591	116	0.42885000000000006	9.558098793029785	-1	0.133656	noncoding
ENST00000483060	1042	192	0.4707	9.033712959289552	1	0.997148	coding
ENST00000483074	775	89	0.42735	5.633448982238768	-1	0.0402696	noncoding
ENST00000483147	814	271	0.46752	5.291789817810058	-1	0.609318	coding
ENST00000483182	573	131	0.47040000000000004	9.992744636535647	-1	0.195618	noncoding
ENST00000483215	448	24	0.35827	11.000063133239745	1	0.0121775	noncoding
ENST00000483307	688	132	0.4547	9.32549686431885	1	0.882327	coding
ENST00000483357	528	119	0.39769	4.391403388977051	1	0.87166	coding
ENST00000483388	712	200	0.43098	9.912030220031735	-1	0.279388	noncoding
ENST00000483415	3231	326	0.39542000000000005	6.535881614685059	1	0.999998	coding
ENST00000483416	814	196	0.46949	5.339989280700683	-1	0.279099	noncoding
ENST00000483421	2076	348	0.43759	4.542822456359863	1	1	coding
ENST00000483434	874	140	0.45993	5.092171287536621	1	0.967083	coding
ENST00000483470	916	70	0.44594	11.999967765808105	1	0.162914	noncoding
ENST00000483472	607	50	0.38082	8.369817543029786	1	0.0225387	noncoding
ENST00000483530	1755	396	0.45086	5.082792854309081	1	1	coding
ENST00000483549	778	176	0.47319	5.230233192443847	1	0.996704	coding
ENST00000483572	1025	162	0.44229000000000007	6.213434028625487	-1	0.128558	noncoding
ENST00000483726	2897	399	0.4676	8.306574058532718	1	1	coding
ENST00000483785	659	153	0.39083000000000007	9.447342109680175	-1	0.166772	noncoding
ENST00000483790	599	162	0.47319	4.750114250183105	1	0.993678	coding
ENST00000483804	1092	280	0.44589	5.703929328918457	1	0.999995	coding
ENST00000483828	784	125	0.37373999999999996	4.846228981018065	-1	0.0616943	noncoding
ENST00000483839	596	149	0.48429	10.748443031311037	-1	0.29813	noncoding
ENST00000483844	734	187	0.4415	4.895565223693848	-1	0.233126	noncoding
ENST00000483859	1013	220	0.43229999999999996	9.74795818328857	-1	0.31428	noncoding
ENST00000483866	449	78	0.46103000000000005	4.743691444396972	-1	0.0461996	noncoding
ENST00000483904	711	31	0.30732000000000004	6.503597068786621	1	0.00664438	noncoding
ENST00000483939	1224	162	0.35341	7.668739509582521	1	0.836599	coding
ENST00000483994	678	196	0.45112	9.281529426574707	1	0.996144	coding
ENST00000484042	562	151	0.43808	4.90642147064209	-1	0.131217	noncoding
ENST00000484063	628	153	0.47159	5.580872917175292	-1	0.140749	noncoding
ENST00000484158	1038	141	0.45971999999999996	9.219317436218262	-1	0.162683	noncoding
ENST00000484159	3112	324	0.37853000000000003	8.432738685607912	1	0.999967	coding
ENST00000484167	668	93	0.46121	8.891689109802247	-1	0.0843996	noncoding
ENST00000484246	699	69	0.36372	10.442218208312983	-1	0.154832	noncoding
ENST00000484279	794	197	0.45787	11.101794242858883	-1	0.374008	noncoding
ENST00000484282	5473	1118	0.45297000000000004	7.430299949645996	1	1	coding
ENST00000484391	294	58	0.44821000000000005	9.806688880920408	-1	0.0862447	noncoding
ENST00000484436	634	136	0.42894000000000004	9.299129295349118	1	0.839626	coding
ENST00000484471	2746	485	0.41001	8.08480281829834	1	1	coding
ENST00000484610	924	128	0.45694999999999997	11.928601264953613	1	0.801218	coding
ENST00000484623	852	166	0.48911	5.552851295471191	-1	0.178401	noncoding
ENST00000484647	661	72	0.45251	9.689034080505369	1	0.207142	noncoding
ENST00000484662	906	144	0.48062000000000005	9.1837308883667	-1	0.177118	noncoding
ENST00000484790	571	75	0.47547	7.637932777404786	-1	0.0426938	noncoding
ENST00000484815	671	107	0.39827	4.8633943557739245	1	0.682612	coding
ENST00000484897	2140	296	0.46506	4.784160804748535	1	0.999999	coding
ENST00000484907	1038	235	0.45860999999999996	6.449145317077636	-1	0.350124	noncoding
ENST00000484973	1711	498	0.47013000000000005	5.958113288879395	1	1	coding
ENST00000485016	596	61	0.46381999999999995	5.998582649230956	1	0.0872632	noncoding
ENST00000485037	479	106	0.46523	4.0500284194946286	1	0.858394	coding
ENST00000485056	483	22	0.4135	9.699735832214355	1	0.0103093	noncoding
ENST00000485086	568	102	0.46786000000000005	4.411694908142091	-1	0.0836938	noncoding
ENST00000485104	1220	107	0.37891	10.002157020568848	1	0.295364	noncoding
ENST00000485114	537	84	0.43945	4.629956626892089	1	0.466335	noncoding
ENST00000485126	1006	42	0.38183	11.568867683410648	1	0.0259324	noncoding
ENST00000485136	608	84	0.47483	4.477969169616699	-1	0.0608548	noncoding
ENST00000485250	2010	301	0.46093	9.097665596008301	1	0.999993	coding
ENST00000485390	1115	59	0.36878999999999995	10.693838310241699	1	0.0457775	noncoding
ENST00000485469	454	122	0.44777	10.000222969055176	-1	0.168545	noncoding
ENST00000485497	941	141	0.35267000000000004	9.513873481750487	-1	0.16346	noncoding
ENST00000485537	1094	101	0.37591	10.764366722106931	1	0.221864	noncoding
ENST00000485565	706	107	0.43721	4.526452827453612	-1	0.0684563	noncoding
ENST00000485569	333	92	0.39641	6.85906810760498	-1	0.0483719	noncoding
ENST00000485595	1810	161	0.39399	8.426227378845216	1	0.910974	coding
ENST00000485604	446	32	0.43910999999999994	4.0500284194946286	1	0.0363351	noncoding
ENST00000485619	397	62	0.4153	6.144090461730956	-1	0.0266092	noncoding
ENST00000485623	568	131	0.4615	9.001865577697757	1	0.888379	coding
ENST00000485706	743	16	0.44657	5.2226167678832995	1	0.0060442	noncoding
ENST00000485810	1352	138	0.32819	11.673113059997558	-1	0.139138	noncoding
ENST00000485905	558	69	0.31177	9.866193199157713	1	0.0404586	noncoding
ENST00000485937	603	124	0.44371	4.358266258239747	-1	0.102816	noncoding
ENST00000485960	3157	675	0.40317	5.229835319519042	1	1	coding
ENST00000486048	508	36	0.40254999999999996	9.496724891662598	1	0.0177021	noncoding
ENST00000486169	582	98	0.39126	9.063626289367676	1	0.251769	noncoding
ENST00000486366	447	85	0.46798	9.235047721862792	1	0.391438	noncoding
ENST00000486367	583	36	0.46199	8.887498664855961	1	0.0284487	noncoding
ENST00000486408	809	43	0.46587	11.203009605407715	1	0.0908194	noncoding
